order,korean,unicode,sjis_code,replaced_kanji,glyph_index,byte_offset
2280,획,U+D68D,0xEE4A,珵,11590,0x89230
2281,횐,U+D690,0xEE4B,琦,11591,0x8926C
2282,횔,U+D694,0xEE4C,琪,11592,0x892A8
2283,횝,U+D69D,0xEE4F,瑢,11595,0x89354
2284,횟,U+D69F,0xEE50,璉,11596,0x89390
2285,횡,U+D6A1,0xEE51,璟,11597,0x893CC
2286,효,U+D6A8,0xEE52,甁,11598,0x89408
2287,횬,U+D6AC,0xEE53,畯,11599,0x89444
2288,횰,U+D6B0,0xEE54,皂,11600,0x89480
2289,횹,U+D6B9,0xEE55,皜,11601,0x894BC
2290,횻,U+D6BB,0xEE58,皦,11604,0x89568
2291,후,U+D6C4,0xEE59,益,11605,0x895A4
2292,훅,U+D6C5,0xEE5A,睆,11606,0x895E0
2293,훈,U+D6C8,0xEE5C,砡,11608,0x89654
2294,훌,U+D6CC,0xEE5F,硺,11611,0x89700
2295,훑,U+D6D1,0xEE60,礰,11612,0x8973C
2296,훔,U+D6D4,0xEE61,礼,11613,0x89778
2297,훗,U+D6D7,0xEE63,祥,11615,0x897EC
2298,훙,U+D6D9,0xEE64,禔,11616,0x89828
2299,훠,U+D6E0,0xEE66,禛,11618,0x8989C
2300,훤,U+D6E4,0xEE67,竑,11619,0x898D8
2301,훨,U+D6E8,0xEE68,竧,11620,0x89914
2302,훰,U+D6F0,0xEE69,靖,11621,0x89950
2303,훵,U+D6F5,0xEE6A,竫,11622,0x8998C
2304,훼,U+D6FC,0xEE6C,精,11624,0x89A00
2305,훽,U+D6FD,0xEE6F,綷,11627,0x89AAC
2306,휀,U+D700,0xEE70,綠,11628,0x89AE8
2307,휄,U+D704,0xEE71,緖,11629,0x89B24
2308,휑,U+D711,0xEE72,繒,11630,0x89B60
2309,휘,U+D718,0xEE73,罇,11631,0x89B9C
2310,휙,U+D719,0xEE76,茁,11634,0x89C48
2311,휜,U+D71C,0xEE7A,菶,11638,0x89D2C
2312,휠,U+D720,0xEE7C,蒴,11640,0x89DA0
2313,휨,U+D728,0xEE7D,蕓,11641,0x89DDC
2314,휩,U+D729,0xEE80,蕫,11644,0x89E64
2315,휫,U+D72B,0xEE82,薰,11646,0x89ED8
2316,휭,U+D72D,0xEE84,﨡,11648,0x89F4C
2317,휴,U+D734,0xEE85,蠇,11649,0x89F88
2318,휵,U+D735,0xEE86,裵,11650,0x89FC4
2319,휸,U+D738,0xEE89,詹,11653,0x8A070
2320,휼,U+D73C,0xEE8A,誧,11654,0x8A0AC
2321,흄,U+D744,0xEE8C,諟,11656,0x8A120
2322,흇,U+D747,0xEE8D,諸,11657,0x8A15C
2323,흉,U+D749,0xEE8E,諶,11658,0x8A198
2324,흐,U+D750,0xEE8F,譓,11659,0x8A1D4
2325,흑,U+D751,0xEE90,譿,11660,0x8A210
2326,흔,U+D754,0xEE91,賰,11661,0x8A24C
2327,흖,U+D756,0xEE94,赶,11664,0x8A2F8
2328,흗,U+D757,0xEE95,﨣,11665,0x8A334
2329,흘,U+D758,0xEE96,軏,11666,0x8A370
2330,흙,U+D759,0xEE97,﨤,11667,0x8A3AC
2331,흠,U+D760,0xEE98,逸,11668,0x8A3E8
2332,흡,U+D761,0xEE99,遧,11669,0x8A424
2333,흣,U+D763,0xEE9B,都,11671,0x8A498
2334,흥,U+D765,0xEE9C,鄕,11672,0x8A4D4
2335,흩,U+D769,0xEE9D,鄧,11673,0x8A510
2336,희,U+D76C,0xEE9E,釚,11674,0x8A54C
2337,흰,U+D770,0xEEA1,釭,11677,0x8A5F8
2338,흴,U+D774,0xEEA2,釮,11678,0x8A634
2339,흼,U+D77C,0xEEA4,釥,11680,0x8A6A8
2340,흽,U+D77D,0xEEA5,鈆,11681,0x8A6E4
2341,힁,U+D781,0xEEA7,鈊,11683,0x8A758
2342,히,U+D788,0xEEA8,鈺,11684,0x8A794
2343,힉,U+D789,0xEEAA,鈼,11686,0x8A808
2344,힌,U+D78C,0xEEAB,鉎,11687,0x8A844
2345,힐,U+D790,0xEEAC,鉙,11688,0x8A880
2346,힘,U+D798,0xEEAE,鈹,11690,0x8A8F4
2347,힙,U+D799,0xEEAF,鉧,11691,0x8A930
2348,힛,U+D79B,0xEEB0,銧,11692,0x8A96C
2349,힝,U+D79D,0xEEB1,鉷,11693,0x8A9A8
